id,gpcr1,gpcr2,sequence
,6CMO,5UIG,
,6CMO,5UIW,
,6CMO,5UNF,
,6CMO,5UNG,
,6CMO,5UNH,
,6CMO,5UVI,
,6CMO,5UZ7,
,6CMO,5V54,
,6CMO,5V56,
,6CMO,5V57,
,6CMO,5VAI,
,6CMO,5VBL,
,6CMO,5VEW,
,6CMO,5VEX,
,6CMO,5VRA,
,6CMO,5W0P,
,6CMO,5WB1,
,6CMO,5WB2,
,6CMO,5WF5,
,6CMO,5WF6,
,6CMO,5WIU,
,6CMO,5WIV,
,6CMO,5WKT,
,6CMO,5WQC,
,6CMO,5WS3,
,6CMO,5X7D,
,6CMO,5X93,
,6CMO,5XEZ,
,6CMO,5XF1,
,6CMO,5XJM,
,6CMO,5XPR,
,6CMO,5XR8,
,6CMO,5XRA,
,6CMO,5YC8,
,6CMO,5YHL,
,6CMO,5YQZ,
,6CMO,5YWY,
,6CMO,5ZBH,
,6CMO,5ZBQ,
,6CMO,5ZHP,
,6CMO,5ZK3,
,6CMO,5ZK8,
,6CMO,5ZKB,
,6CMO,5ZKC,
,6CMO,5ZKP,
,6CMO,5ZKQ,
,6CMO,6AK3,
,6CMO,6AKX,
,6CMO,6AKY,
,6CMO,6AQF,
,6CMO,6B3J,
,6CMO,6B73,
,6CMO,6BD4,
,6CMO,6BQG,
,6CMO,6BQH,
,6CMO,6C1Q,
,6CMO,6C1R,
,6CMO,6CM4,
,6CMO,6CMO,
,6CMO,6D26,
,6CMO,6D27,
,6CMO,6D9H,
,6CMO,6DDE,
,6CMO,6DDF,
,6CMO,6DRX,
,6CMO,6DRY,
,6CMO,6DRZ,
,6CMO,6DS0,
,6CMO,6E3Y,
,6CMO,6E+59,
,6CMO,6FFH,
,6CMO,6FFI,
,6CMO,6FJ3,
,6CMO,6FK6,
,6CMO,6FK7,
,6CMO,6FK8,
,6CMO,6FK9,
,6CMO,6FKA,
,6CMO,6FKB,
,6CMO,6FKC,
,6CMO,6FKD,
,6CMO,6FUF,
,6CMO,6G79,
,6CMO,6GDG,
,6CMO,6GPS,
,6CMO,6GPX,
,6CMO,6H7J,
,6CMO,6H7L,
,6CMO,6H7M,
,6CMO,6H7N,
,6CMO,6H7O,
,6CMO,6IBL,
,6CMO,6IGK,
,6CMO,6IGL,
,6CMO,6IIU,
,6CMO,6IIV,
,6CMO,6M9T,
,6CMO,6MEO,
,6CMO,6MET,
,6CMO,6MXT,
,6D26,1F88,
,6D26,1GZM,
,6D26,1HZX,
,6D26,1JFP,
,6D26,1L9H,
,6D26,1LN6,
,6D26,1U19,
,6D26,2G87,
,6D26,2HPY,
,6D26,2I35,
,6D26,2I36,
,6D26,2I37,
,6D26,2J4Y,
,6D26,2KS9,
,6D26,2KSA,
,6D26,2KSB,
,6D26,2LNL,
,6D26,2PED,
,6D26,2R4R,
,6D26,2R4S,
,6D26,2RH1,
,6D26,2VT4,
,6D26,2X72,
,6D26,2Y00,
,6D26,2Y01,
,6D26,2Y02,
,6D26,2Y03,
,6D26,2Y04,
,6D26,2YCW,
,6D26,2YCX,
,6D26,2YCY,
,6D26,2YCZ,
,6D26,2YDO,
,6D26,2YDV,
,6D26,2Z73,
,6D26,2ZIY,
,6D26,3AYM,
,6D26,3AYN,
,6D26,3C9L,
,6D26,3C9M,
,6D26,3CAP,
,6D26,3D4S,
,6D26,3DQB,
,6D26,3EML,
,6D26,3KJ6,
,6D26,3NY8,
,6D26,3NY9,
,6D26,3NYA,
,6D26,3OAX,
,6D26,3ODU,
,6D26,3OE0,
,6D26,3OE6,
,6D26,3OE8,
,6D26,3OE9,
,6D26,3P0G,
,6D26,3PBL,
,6D26,3PDS,
,6D26,3PQR,
,6D26,3PWH,
,6D26,3PXO,
,6D26,3QAK,
,6D26,3REY,
,6D26,3RFM,
,6D26,3RZE,
,6D26,3SN6,
,6D26,3UON,
,6D26,3UZA,
,6D26,3UZC,
,6D26,3V2W,
,6D26,3V2Y,
,6D26,3VG9,
,6D26,3VGA,
,6D26,3VW7,
,6D26,3ZEV,
,6D26,3ZPQ,
,6D26,3ZPR,
,6D26,4A4M,
,6D26,4AMI,
,6D26,4AMJ,
,6D26,4BEY,
,6D26,4BEZ,
,6D26,4BUO,
,6D26,4BV0,
,6D26,4BVN,
,6D26,4BWB,
,6D26,4DAJ,
,6D26,4DJH,
,6D26,4DKL,
,6D26,4EA3,
,6D26,4EIY,
,6D26,4EJ4,
,6D26,4GBR,
,6D26,4GPO,
,6D26,4GRV,
,6D26,4IAQ,
,6D26,4IAR,
,6D26,4IB4,
,6D26,4J4Q,
,6D26,4JKV,
,6D26,4K5Y,
,6D26,4L6R,
,6D26,4LDE,
,6D26,4LDL,
,6D26,4LDO,
,6D26,4MBS,
,6D26,4MQS,
,6D26,4MQT,
,6D26,4N4W,
,6D26,4N6H,
,6D26,4NC3,
,6D26,4NTJ,
,6D26,4O9R,
,6D26,4OO9,
,6D26,4OR2,
,6D26,4PHU,
,6D26,4PXF,
,6D26,4PXZ,
,6D26,4PY0,
,6D26,4QIM,
,6D26,4QIN,
,6D26,4QKX,
,6D26,4RWA,
,6D26,4RWD,
,6D26,4RWS,
,6D26,4S0V,
,6D26,4U14,
,6D26,4U15,
,6D26,4U16,
,6D26,4UG2,
,6D26,4UHR,
,6D26,4WW3,
,6D26,4X1H,
,6D26,4XEE,
,6D26,4XES,
,6D26,4XNV,
,6D26,4XNW,
,6D26,4XT1,
,6D26,4XT3,
,6D26,4YAY,
,6D26,4Z34,
,6D26,4Z35,
,6D26,4Z36,
,6D26,4Z9G,
,6D26,4ZJ8,
,6D26,4ZJC,
,6D26,4ZUD,
,6D26,4ZWJ,
,6D26,5A8E,
,6D26,5C1M,
,6D26,5CGC,
,6D26,5CGD,
,6D26,5CXV,
,6D26,5D5A,
,6D26,5D5B,
,6D26,5D6L,
,6D26,5DGY,
,6D26,5DHG,
,6D26,5DHH,
,6D26,5DSG,
,6D26,5DYS,
,6D26,5EE7,
,6D26,5EN0,
,6D26,5F8U,
,6D26,5G53,
,6D26,5GLH,
,6D26,5GLI,
,6D26,5IU4,
,6D26,5IU7,
,6D26,5IU8,
,6D26,5IUA,
,6D26,5IUB,
,6D26,5JQH,
,6D26,5JTB,
,6D26,5K2A,
,6D26,5K2B,
,6D26,5K2C,
,6D26,5K2D,
,6D26,5KW2,
,6D26,5L7D,
,6D26,5L7I,
,6D26,5LWE,
,6D26,5MZJ,
,6D26,5MZP,
,6D26,5N2R,
,6D26,5N2S,
,6D26,5NDD,
,6D26,5NDZ,
,6D26,5NJ6,
,6D26,5NLX,
,6D26,5NM2,
,6D26,5NM4,
,6D26,5NX2,
,6D26,5O9H,
,6D26,5OLG,
,6D26,5OLH,
,6D26,5OLO,
,6D26,5OLV,
,6D26,5OLZ,
,6D26,5OM1,
,6D26,5OM4,
,6D26,5T04,
,6D26,5T1A,
,6D26,5TE3,
,6D26,5TE5,
,6D26,5TGZ,
,6D26,5TUD,
,6D26,5TVN,
,6D26,5TZR,
,6D26,5TZY,
,6D26,5U09,
,6D26,5UEN,
,6D26,5UIG,
,6D26,5UIW,
,6D26,5UNF,
,6D26,5UNG,
,6D26,5UNH,
,6D26,5UVI,
,6D26,5UZ7,
,6D26,5V54,
,6D26,5V56,
,6D26,5V57,
,6D26,5VAI,
,6D26,5VBL,
,6D26,5VEW,
,6D26,5VEX,
,6D26,5VRA,
,6D26,5W0P,
,6D26,5WB1,
,6D26,5WB2,
,6D26,5WF5,
,6D26,5WF6,
,6D26,5WIU,
,6D26,5WIV,
,6D26,5WKT,
,6D26,5WQC,
,6D26,5WS3,
,6D26,5X7D,
,6D26,5X93,
,6D26,5XEZ,
,6D26,5XF1,
,6D26,5XJM,
,6D26,5XPR,
,6D26,5XR8,
,6D26,5XRA,
,6D26,5YC8,
,6D26,5YHL,
,6D26,5YQZ,
,6D26,5YWY,
,6D26,5ZBH,
,6D26,5ZBQ,
,6D26,5ZHP,
,6D26,5ZK3,
,6D26,5ZK8,
,6D26,5ZKB,
,6D26,5ZKC,
,6D26,5ZKP,
,6D26,5ZKQ,
,6D26,6AK3,
,6D26,6AKX,
,6D26,6AKY,
,6D26,6AQF,
,6D26,6B3J,
,6D26,6B73,
,6D26,6BD4,
,6D26,6BQG,
,6D26,6BQH,
,6D26,6C1Q,
,6D26,6C1R,
,6D26,6CM4,
,6D26,6CMO,
,6D26,6D26,
,6D26,6D27,
,6D26,6D9H,
,6D26,6DDE,
,6D26,6DDF,
,6D26,6DRX,
,6D26,6DRY,
,6D26,6DRZ,
,6D26,6DS0,
,6D26,6E3Y,
,6D26,6E+59,
,6D26,6FFH,
,6D26,6FFI,
,6D26,6FJ3,
,6D26,6FK6,
,6D26,6FK7,
,6D26,6FK8,
,6D26,6FK9,
,6D26,6FKA,
,6D26,6FKB,
,6D26,6FKC,
,6D26,6FKD,
,6D26,6FUF,
,6D26,6G79,
,6D26,6GDG,
,6D26,6GPS,
,6D26,6GPX,
,6D26,6H7J,
,6D26,6H7L,
,6D26,6H7M,
,6D26,6H7N,
,6D26,6H7O,
,6D26,6IBL,
,6D26,6IGK,
,6D26,6IGL,
,6D26,6IIU,
,6D26,6IIV,
,6D26,6M9T,
,6D26,6MEO,
,6D26,6MET,
,6D26,6MXT,
,6D27,1F88,
,6D27,1GZM,
,6D27,1HZX,
,6D27,1JFP,
,6D27,1L9H,
,6D27,1LN6,
,6D27,1U19,
,6D27,2G87,
,6D27,2HPY,
,6D27,2I35,
,6D27,2I36,
,6D27,2I37,
,6D27,2J4Y,
,6D27,2KS9,
,6D27,2KSA,
,6D27,2KSB,
,6D27,2LNL,
,6D27,2PED,
,6D27,2R4R,
,6D27,2R4S,
,6D27,2RH1,
,6D27,2VT4,
,6D27,2X72,
,6D27,2Y00,
,6D27,2Y01,
,6D27,2Y02,
,6D27,2Y03,
,6D27,2Y04,
,6D27,2YCW,
,6D27,2YCX,
,6D27,2YCY,
,6D27,2YCZ,
,6D27,2YDO,
,6D27,2YDV,
,6D27,2Z73,
,6D27,2ZIY,
,6D27,3AYM,
,6D27,3AYN,
,6D27,3C9L,
,6D27,3C9M,
,6D27,3CAP,
,6D27,3D4S,
,6D27,3DQB,
,6D27,3EML,
,6D27,3KJ6,
,6D27,3NY8,
,6D27,3NY9,
,6D27,3NYA,
,6D27,3OAX,
,6D27,3ODU,
,6D27,3OE0,
,6D27,3OE6,
,6D27,3OE8,
,6D27,3OE9,
,6D27,3P0G,
,6D27,3PBL,
,6D27,3PDS,
,6D27,3PQR,
,6D27,3PWH,
,6D27,3PXO,
,6D27,3QAK,
,6D27,3REY,
,6D27,3RFM,
,6D27,3RZE,
,6D27,3SN6,
,6D27,3UON,
,6D27,3UZA,
,6D27,3UZC,
,6D27,3V2W,
,6D27,3V2Y,
,6D27,3VG9,
,6D27,3VGA,
,6D27,3VW7,
,6D27,3ZEV,
,6D27,3ZPQ,
,6D27,3ZPR,
,6D27,4A4M,
,6D27,4AMI,
,6D27,4AMJ,
,6D27,4BEY,
,6D27,4BEZ,
,6D27,4BUO,
,6D27,4BV0,
,6D27,4BVN,
,6D27,4BWB,
,6D27,4DAJ,
,6D27,4DJH,
,6D27,4DKL,
,6D27,4EA3,
,6D27,4EIY,
,6D27,4EJ4,
,6D27,4GBR,
,6D27,4GPO,
,6D27,4GRV,
,6D27,4IAQ,
,6D27,4IAR,
,6D27,4IB4,
,6D27,4J4Q,
,6D27,4JKV,
,6D27,4K5Y,
,6D27,4L6R,
,6D27,4LDE,
,6D27,4LDL,
,6D27,4LDO,
,6D27,4MBS,
,6D27,4MQS,
,6D27,4MQT,
,6D27,4N4W,
,6D27,4N6H,
,6D27,4NC3,
,6D27,4NTJ,
,6D27,4O9R,
,6D27,4OO9,
,6D27,4OR2,
,6D27,4PHU,
,6D27,4PXF,
,6D27,4PXZ,
,6D27,4PY0,
,6D27,4QIM,
,6D27,4QIN,
,6D27,4QKX,
,6D27,4RWA,
,6D27,4RWD,
,6D27,4RWS,
,6D27,4S0V,
,6D27,4U14,
,6D27,4U15,
,6D27,4U16,
,6D27,4UG2,
,6D27,4UHR,
,6D27,4WW3,
,6D27,4X1H,
,6D27,4XEE,
,6D27,4XES,
,6D27,4XNV,
,6D27,4XNW,
,6D27,4XT1,
,6D27,4XT3,
,6D27,4YAY,
,6D27,4Z34,
,6D27,4Z35,
,6D27,4Z36,
,6D27,4Z9G,
,6D27,4ZJ8,
,6D27,4ZJC,
,6D27,4ZUD,
,6D27,4ZWJ,
,6D27,5A8E,
,6D27,5C1M,
,6D27,5CGC,
,6D27,5CGD,
,6D27,5CXV,
,6D27,5D5A,
,6D27,5D5B,
,6D27,5D6L,
,6D27,5DGY,
,6D27,5DHG,
,6D27,5DHH,
,6D27,5DSG,
,6D27,5DYS,
,6D27,5EE7,
,6D27,5EN0,
,6D27,5F8U,
,6D27,5G53,
,6D27,5GLH,
,6D27,5GLI,
,6D27,5IU4,
,6D27,5IU7,
,6D27,5IU8,
,6D27,5IUA,
,6D27,5IUB,
,6D27,5JQH,
,6D27,5JTB,
,6D27,5K2A,
,6D27,5K2B,
,6D27,5K2C,
,6D27,5K2D,
,6D27,5KW2,
,6D27,5L7D,
,6D27,5L7I,
,6D27,5LWE,
,6D27,5MZJ,
,6D27,5MZP,
,6D27,5N2R,
,6D27,5N2S,
,6D27,5NDD,
,6D27,5NDZ,
,6D27,5NJ6,
,6D27,5NLX,
,6D27,5NM2,
,6D27,5NM4,
,6D27,5NX2,
,6D27,5O9H,
,6D27,5OLG,
,6D27,5OLH,
,6D27,5OLO,
,6D27,5OLV,
,6D27,5OLZ,
,6D27,5OM1,
,6D27,5OM4,
,6D27,5T04,
,6D27,5T1A,
,6D27,5TE3,
,6D27,5TE5,
,6D27,5TGZ,
,6D27,5TUD,
,6D27,5TVN,
,6D27,5TZR,
,6D27,5TZY,
,6D27,5U09,
,6D27,5UEN,
,6D27,5UIG,
,6D27,5UIW,
,6D27,5UNF,
,6D27,5UNG,
,6D27,5UNH,
,6D27,5UVI,
,6D27,5UZ7,
,6D27,5V54,
,6D27,5V56,
,6D27,5V57,
,6D27,5VAI,
,6D27,5VBL,
,6D27,5VEW,
,6D27,5VEX,
,6D27,5VRA,
,6D27,5W0P,
,6D27,5WB1,
,6D27,5WB2,
,6D27,5WF5,
,6D27,5WF6,
,6D27,5WIU,
,6D27,5WIV,
,6D27,5WKT,
,6D27,5WQC,
,6D27,5WS3,
,6D27,5X7D,
,6D27,5X93,
,6D27,5XEZ,
,6D27,5XF1,
,6D27,5XJM,
,6D27,5XPR,
,6D27,5XR8,
,6D27,5XRA,
,6D27,5YC8,
,6D27,5YHL,
,6D27,5YQZ,
,6D27,5YWY,
,6D27,5ZBH,
,6D27,5ZBQ,
,6D27,5ZHP,
,6D27,5ZK3,
,6D27,5ZK8,
,6D27,5ZKB,
,6D27,5ZKC,
,6D27,5ZKP,
,6D27,5ZKQ,
,6D27,6AK3,
,6D27,6AKX,
,6D27,6AKY,
,6D27,6AQF,
,6D27,6B3J,
,6D27,6B73,
,6D27,6BD4,
,6D27,6BQG,
,6D27,6BQH,
,6D27,6C1Q,
,6D27,6C1R,
,6D27,6CM4,
,6D27,6CMO,
,6D27,6D26,
,6D27,6D27,
,6D27,6D9H,
,6D27,6DDE,
,6D27,6DDF,
,6D27,6DRX,
,6D27,6DRY,
,6D27,6DRZ,
,6D27,6DS0,
,6D27,6E3Y,
,6D27,6E+59,
,6D27,6FFH,
,6D27,6FFI,
,6D27,6FJ3,
,6D27,6FK6,
,6D27,6FK7,
,6D27,6FK8,
,6D27,6FK9,
,6D27,6FKA,
,6D27,6FKB,
,6D27,6FKC,
,6D27,6FKD,
,6D27,6FUF,
,6D27,6G79,
,6D27,6GDG,
,6D27,6GPS,
,6D27,6GPX,
,6D27,6H7J,
,6D27,6H7L,
,6D27,6H7M,
,6D27,6H7N,
,6D27,6H7O,
,6D27,6IBL,
,6D27,6IGK,
,6D27,6IGL,
,6D27,6IIU,
,6D27,6IIV,
,6D27,6M9T,
,6D27,6MEO,
,6D27,6MET,
,6D27,6MXT,
,6D9H,1F88,
,6D9H,1GZM,
,6D9H,1HZX,
,6D9H,1JFP,
,6D9H,1L9H,
,6D9H,1LN6,
,6D9H,1U19,
,6D9H,2G87,
,6D9H,2HPY,
,6D9H,2I35,
,6D9H,2I36,
,6D9H,2I37,
,6D9H,2J4Y,
,6D9H,2KS9,
,6D9H,2KSA,
,6D9H,2KSB,
,6D9H,2LNL,
,6D9H,2PED,
,6D9H,2R4R,
,6D9H,2R4S,
,6D9H,2RH1,
,6D9H,2VT4,
,6D9H,2X72,
,6D9H,2Y00,
,6D9H,2Y01,
,6D9H,2Y02,
,6D9H,2Y03,
,6D9H,2Y04,
,6D9H,2YCW,
,6D9H,2YCX,
,6D9H,2YCY,
,6D9H,2YCZ,
,6D9H,2YDO,
,6D9H,2YDV,
,6D9H,2Z73,
,6D9H,2ZIY,
,6D9H,3AYM,
,6D9H,3AYN,
,6D9H,3C9L,
,6D9H,3C9M,
,6D9H,3CAP,
,6D9H,3D4S,
,6D9H,3DQB,
,6D9H,3EML,
,6D9H,3KJ6,
,6D9H,3NY8,
,6D9H,3NY9,
,6D9H,3NYA,
,6D9H,3OAX,
,6D9H,3ODU,
,6D9H,3OE0,
,6D9H,3OE6,
,6D9H,3OE8,
,6D9H,3OE9,
,6D9H,3P0G,
,6D9H,3PBL,
,6D9H,3PDS,
,6D9H,3PQR,
,6D9H,3PWH,
,6D9H,3PXO,
,6D9H,3QAK,
,6D9H,3REY,
,6D9H,3RFM,
,6D9H,3RZE,
,6D9H,3SN6,
,6D9H,3UON,
,6D9H,3UZA,
,6D9H,3UZC,
,6D9H,3V2W,
,6D9H,3V2Y,
,6D9H,3VG9,
,6D9H,3VGA,
,6D9H,3VW7,
,6D9H,3ZEV,
,6D9H,3ZPQ,
,6D9H,3ZPR,
,6D9H,4A4M,
,6D9H,4AMI,
,6D9H,4AMJ,
,6D9H,4BEY,
,6D9H,4BEZ,
,6D9H,4BUO,
,6D9H,4BV0,
,6D9H,4BVN,
,6D9H,4BWB,
,6D9H,4DAJ,
,6D9H,4DJH,
,6D9H,4DKL,
,6D9H,4EA3,
,6D9H,4EIY,
,6D9H,4EJ4,
,6D9H,4GBR,
,6D9H,4GPO,
,6D9H,4GRV,
,6D9H,4IAQ,
,6D9H,4IAR,
,6D9H,4IB4,
,6D9H,4J4Q,
,6D9H,4JKV,
,6D9H,4K5Y,
,6D9H,4L6R,
,6D9H,4LDE,
,6D9H,4LDL,
,6D9H,4LDO,
,6D9H,4MBS,
,6D9H,4MQS,
,6D9H,4MQT,
,6D9H,4N4W,
,6D9H,4N6H,
,6D9H,4NC3,
,6D9H,4NTJ,
,6D9H,4O9R,
,6D9H,4OO9,
,6D9H,4OR2,
,6D9H,4PHU,
,6D9H,4PXF,
,6D9H,4PXZ,
,6D9H,4PY0,
,6D9H,4QIM,
,6D9H,4QIN,
,6D9H,4QKX,
,6D9H,4RWA,
,6D9H,4RWD,
,6D9H,4RWS,
,6D9H,4S0V,
,6D9H,4U14,
,6D9H,4U15,
,6D9H,4U16,
,6D9H,4UG2,
,6D9H,4UHR,
,6D9H,4WW3,
,6D9H,4X1H,
,6D9H,4XEE,
,6D9H,4XES,
,6D9H,4XNV,
,6D9H,4XNW,
,6D9H,4XT1,
,6D9H,4XT3,
,6D9H,4YAY,
,6D9H,4Z34,
,6D9H,4Z35,
,6D9H,4Z36,
,6D9H,4Z9G,
,6D9H,4ZJ8,
,6D9H,4ZJC,
,6D9H,4ZUD,
,6D9H,4ZWJ,
,6D9H,5A8E,
,6D9H,5C1M,
,6D9H,5CGC,
,6D9H,5CGD,
,6D9H,5CXV,
,6D9H,5D5A,
,6D9H,5D5B,
,6D9H,5D6L,
,6D9H,5DGY,
,6D9H,5DHG,
,6D9H,5DHH,
,6D9H,5DSG,
,6D9H,5DYS,
,6D9H,5EE7,
,6D9H,5EN0,
,6D9H,5F8U,
,6D9H,5G53,
,6D9H,5GLH,
,6D9H,5GLI,
,6D9H,5IU4,
,6D9H,5IU7,
,6D9H,5IU8,
,6D9H,5IUA,
,6D9H,5IUB,
,6D9H,5JQH,
,6D9H,5JTB,
,6D9H,5K2A,
,6D9H,5K2B,
,6D9H,5K2C,
,6D9H,5K2D,
,6D9H,5KW2,
,6D9H,5L7D,
,6D9H,5L7I,
,6D9H,5LWE,
,6D9H,5MZJ,
,6D9H,5MZP,
,6D9H,5N2R,
,6D9H,5N2S,
,6D9H,5NDD,
,6D9H,5NDZ,
,6D9H,5NJ6,
,6D9H,5NLX,
,6D9H,5NM2,
,6D9H,5NM4,
,6D9H,5NX2,
,6D9H,5O9H,
,6D9H,5OLG,
,6D9H,5OLH,
,6D9H,5OLO,
,6D9H,5OLV,
,6D9H,5OLZ,
,6D9H,5OM1,
,6D9H,5OM4,
,6D9H,5T04,
,6D9H,5T1A,
,6D9H,5TE3,
,6D9H,5TE5,
,6D9H,5TGZ,
,6D9H,5TUD,
,6D9H,5TVN,
,6D9H,5TZR,
,6D9H,5TZY,
,6D9H,5U09,
,6D9H,5UEN,
,6D9H,5UIG,
,6D9H,5UIW,
,6D9H,5UNF,
,6D9H,5UNG,
,6D9H,5UNH,
,6D9H,5UVI,
,6D9H,5UZ7,
,6D9H,5V54,
,6D9H,5V56,
,6D9H,5V57,
,6D9H,5VAI,
,6D9H,5VBL,
,6D9H,5VEW,
,6D9H,5VEX,
,6D9H,5VRA,
,6D9H,5W0P,
,6D9H,5WB1,
,6D9H,5WB2,
,6D9H,5WF5,
,6D9H,5WF6,
,6D9H,5WIU,
,6D9H,5WIV,
,6D9H,5WKT,
,6D9H,5WQC,
,6D9H,5WS3,
,6D9H,5X7D,
,6D9H,5X93,
,6D9H,5XEZ,
,6D9H,5XF1,
,6D9H,5XJM,
,6D9H,5XPR,
,6D9H,5XR8,
,6D9H,5XRA,
,6D9H,5YC8,
,6D9H,5YHL,
,6D9H,5YQZ,
,6D9H,5YWY,
,6D9H,5ZBH,
,6D9H,5ZBQ,
,6D9H,5ZHP,
,6D9H,5ZK3,
,6D9H,5ZK8,
,6D9H,5ZKB,
,6D9H,5ZKC,
,6D9H,5ZKP,
,6D9H,5ZKQ,
,6D9H,6AK3,
,6D9H,6AKX,
,6D9H,6AKY,
,6D9H,6AQF,
,6D9H,6B3J,
,6D9H,6B73,
,6D9H,6BD4,
,6D9H,6BQG,
,6D9H,6BQH,
,6D9H,6C1Q,
,6D9H,6C1R,
,6D9H,6CM4,
,6D9H,6CMO,
,6D9H,6D26,
,6D9H,6D27,
,6D9H,6D9H,
,6D9H,6DDE,
,6D9H,6DDF,
,6D9H,6DRX,
,6D9H,6DRY,
,6D9H,6DRZ,
,6D9H,6DS0,
,6D9H,6E3Y,
,6D9H,6E+59,
,6D9H,6FFH,
,6D9H,6FFI,
,6D9H,6FJ3,
,6D9H,6FK6,
,6D9H,6FK7,
,6D9H,6FK8,
,6D9H,6FK9,
,6D9H,6FKA,
,6D9H,6FKB,
,6D9H,6FKC,
,6D9H,6FKD,
,6D9H,6FUF,
,6D9H,6G79,
,6D9H,6GDG,
,6D9H,6GPS,
,6D9H,6GPX,
,6D9H,6H7J,
,6D9H,6H7L,
,6D9H,6H7M,
,6D9H,6H7N,
,6D9H,6H7O,
,6D9H,6IBL,
,6D9H,6IGK,
,6D9H,6IGL,
,6D9H,6IIU,
,6D9H,6IIV,
,6D9H,6M9T,
,6D9H,6MEO,
,6D9H,6MET,
,6D9H,6MXT,
,6DDE,1F88,
,6DDE,1GZM,
,6DDE,1HZX,
,6DDE,1JFP,
,6DDE,1L9H,
,6DDE,1LN6,
,6DDE,1U19,
,6DDE,2G87,
,6DDE,2HPY,
,6DDE,2I35,
,6DDE,2I36,
,6DDE,2I37,
,6DDE,2J4Y,
,6DDE,2KS9,
,6DDE,2KSA,
,6DDE,2KSB,
,6DDE,2LNL,
,6DDE,2PED,
,6DDE,2R4R,
,6DDE,2R4S,
,6DDE,2RH1,
,6DDE,2VT4,
,6DDE,2X72,
,6DDE,2Y00,
,6DDE,2Y01,
,6DDE,2Y02,
,6DDE,2Y03,
,6DDE,2Y04,
,6DDE,2YCW,
,6DDE,2YCX,
,6DDE,2YCY,
,6DDE,2YCZ,
,6DDE,2YDO,
,6DDE,2YDV,
,6DDE,2Z73,
,6DDE,2ZIY,
,6DDE,3AYM,
,6DDE,3AYN,
,6DDE,3C9L,
,6DDE,3C9M,
,6DDE,3CAP,
,6DDE,3D4S,
,6DDE,3DQB,
,6DDE,3EML,
,6DDE,3KJ6,
,6DDE,3NY8,
,6DDE,3NY9,
,6DDE,3NYA,
,6DDE,3OAX,
,6DDE,3ODU,
,6DDE,3OE0,
,6DDE,3OE6,
,6DDE,3OE8,
,6DDE,3OE9,
,6DDE,3P0G,
,6DDE,3PBL,
,6DDE,3PDS,
,6DDE,3PQR,
,6DDE,3PWH,
,6DDE,3PXO,
,6DDE,3QAK,
,6DDE,3REY,
,6DDE,3RFM,
,6DDE,3RZE,
,6DDE,3SN6,
,6DDE,3UON,
,6DDE,3UZA,
,6DDE,3UZC,
,6DDE,3V2W,
,6DDE,3V2Y,
,6DDE,3VG9,
,6DDE,3VGA,
,6DDE,3VW7,
,6DDE,3ZEV,
,6DDE,3ZPQ,
,6DDE,3ZPR,
,6DDE,4A4M,
,6DDE,4AMI,
,6DDE,4AMJ,
,6DDE,4BEY,
,6DDE,4BEZ,
,6DDE,4BUO,
,6DDE,4BV0,
,6DDE,4BVN,
,6DDE,4BWB,
,6DDE,4DAJ,
,6DDE,4DJH,
,6DDE,4DKL,
,6DDE,4EA3,
,6DDE,4EIY,
,6DDE,4EJ4,
,6DDE,4GBR,
,6DDE,4GPO,
,6DDE,4GRV,
,6DDE,4IAQ,
,6DDE,4IAR,
,6DDE,4IB4,
,6DDE,4J4Q,
,6DDE,4JKV,
,6DDE,4K5Y,
,6DDE,4L6R,
,6DDE,4LDE,
,6DDE,4LDL,
,6DDE,4LDO,
,6DDE,4MBS,
,6DDE,4MQS,
,6DDE,4MQT,
,6DDE,4N4W,
,6DDE,4N6H,
,6DDE,4NC3,
,6DDE,4NTJ,
,6DDE,4O9R,
,6DDE,4OO9,
,6DDE,4OR2,
,6DDE,4PHU,
,6DDE,4PXF,
,6DDE,4PXZ,
,6DDE,4PY0,
,6DDE,4QIM,
,6DDE,4QIN,
,6DDE,4QKX,
,6DDE,4RWA,
,6DDE,4RWD,
,6DDE,4RWS,
,6DDE,4S0V,
,6DDE,4U14,
,6DDE,4U15,
,6DDE,4U16,
,6DDE,4UG2,
,6DDE,4UHR,
,6DDE,4WW3,
,6DDE,4X1H,
,6DDE,4XEE,
,6DDE,4XES,
,6DDE,4XNV,
,6DDE,4XNW,
,6DDE,4XT1,
,6DDE,4XT3,
,6DDE,4YAY,
,6DDE,4Z34,
,6DDE,4Z35,
,6DDE,4Z36,
,6DDE,4Z9G,
,6DDE,4ZJ8,
,6DDE,4ZJC,
,6DDE,4ZUD,
,6DDE,4ZWJ,
,6DDE,5A8E,
,6DDE,5C1M,
,6DDE,5CGC,
,6DDE,5CGD,
,6DDE,5CXV,
,6DDE,5D5A,
,6DDE,5D5B,
,6DDE,5D6L,
,6DDE,5DGY,
,6DDE,5DHG,
,6DDE,5DHH,
,6DDE,5DSG,
,6DDE,5DYS,
,6DDE,5EE7,
,6DDE,5EN0,
,6DDE,5F8U,
,6DDE,5G53,
,6DDE,5GLH,
,6DDE,5GLI,
,6DDE,5IU4,
,6DDE,5IU7,
,6DDE,5IU8,
,6DDE,5IUA,
,6DDE,5IUB,
,6DDE,5JQH,
,6DDE,5JTB,
,6DDE,5K2A,
,6DDE,5K2B,
,6DDE,5K2C,
,6DDE,5K2D,
